"HGNC" "ENST"
"TMBIM4-001" "ENST00000358230.3"
"TMBIM6-003" "ENST00000549385.1"
"TMC6-002" "ENST00000322914.3"
"TMC8-002" "ENST00000318430.5"
"TMCC1-001" "ENST00000393238.3"
"TMCC3-001" "ENST00000261226.4"
"TMCO1-001" "ENST00000367881.5"
"TMCO3-007" "ENST00000434316.2"
"TMCO4-001" "ENST00000294543.6"
"TMCO6-001" "ENST00000394671.3"
"TMCO7-001" "ENST00000261778.1"
"TMED1-001" "ENST00000214869.2"
"TMED10-001" "ENST00000303575.4"
"TMED2-001" "ENST00000262225.3"
"TMED3-001" "ENST00000299705.5"
"TMED4-001" "ENST00000457408.2"
"TMED5-001" "ENST00000370282.3"
"TMED7-001" "ENST00000456936.3"
"TMED8-001" "ENST00000216468.7"
"TMED9-001" "ENST00000332598.6"
"TMEM101-201" "ENST00000206380.3"
"TMEM102-001" "ENST00000323206.1"
"TMEM104-201" "ENST00000335464.5"
"TMEM106A-001" "ENST00000331615.2"
"TMEM106B-002" "ENST00000396668.3"
"TMEM106C-001" "ENST00000429772.2"
"TMEM107-002" "ENST00000437139.2"
"TMEM109-001" "ENST00000227525.3"
"TMEM11-001" "ENST00000317635.5"
"TMEM115-001" "ENST00000266025.3"
"TMEM117-001" "ENST00000266534.3"
"TMEM120B-002" "ENST00000449592.2"
"TMEM123-001" "ENST00000398136.2"
"TMEM126A-001" "ENST00000304511.2"
"TMEM126B-001" "ENST00000358867.6"
"TMEM127-002" "ENST00000432959.1"
"TMEM128-002" "ENST00000382753.4"
"TMEM129-201" "ENST00000536901.1"
"TMEM131-001" "ENST00000186436.5"
"TMEM132A-002" "ENST00000005286.4"
"TMEM134-020" "ENST00000308022.2"
"TMEM135-001" "ENST00000305494.5"
"TMEM138-001" "ENST00000278826.5"
"TMEM140-001" "ENST00000275767.2"
"TMEM141-001" "ENST00000290079.8"
"TMEM143-001" "ENST00000293261.3"
"TMEM147-004" "ENST00000222284.5"
"TMEM14A-001" "ENST00000211314.4"
"TMEM14B-001" "ENST00000379542.5"
"TMEM14C-001" "ENST00000229563.5"
"TMEM154-001" "ENST00000304385.3"
"TMEM156-001" "ENST00000381938.3"
"TMEM159-001" "ENST00000233047.4"
"TMEM160-001" "ENST00000253047.6"
"TMEM161A-004" "ENST00000162044.8"
"TMEM161B-001" "ENST00000296595.6"
"TMEM164-003" "ENST00000372073.1"
"TMEM165-001" "ENST00000381334.5"
"TMEM167A-001" "ENST00000502346.1"
"TMEM167B-001" "ENST00000338272.7"
"TMEM168-001" "ENST00000312814.4"
"TMEM170A-001" "ENST00000561878.1"
"TMEM173-001" "ENST00000330794.4"
"TMEM175-001" "ENST00000264771.4"
"TMEM177-201" "ENST00000424086.1"
"TMEM179B-001" "ENST00000333449.4"
"TMEM18-003" "ENST00000405941.3"
"TMEM181-001" "ENST00000367090.3"
"TMEM183A-001" "ENST00000367242.3"
"TMEM184B-004" "ENST00000361684.4"
"TMEM184C-001" "ENST00000296582.3"
"TMEM185A-001" "ENST00000316916.8"
"TMEM185B-001" "ENST00000426077.2"
"TMEM186-001" "ENST00000333050.6"
"TMEM187-001" "ENST00000369982.4"
"TMEM19-001" "ENST00000266673.5"
"TMEM192-001" "ENST00000306480.4"
"TMEM194A-001" "ENST00000300128.4"
"TMEM194B-001" "ENST00000409150.3"
"TMEM199-001" "ENST00000292114.3"
"TMEM2-001" "ENST00000377044.4"
"TMEM200A-001" "ENST00000296978.3"
"TMEM201-002" "ENST00000340381.6"
"TMEM203-001" "ENST00000343666.5"
"TMEM205-004" "ENST00000354882.5"
"TMEM206-001" "ENST00000261455.4"
"TMEM208-001" "ENST00000304800.9"
"TMEM209-001" "ENST00000397622.2"
"TMEM214-001" "ENST00000238788.9"
"TMEM216-201" "ENST00000334888.5"
"TMEM218-018" "ENST00000527766.1"
"TMEM219-005" "ENST00000561899.1"
"TMEM222-001" "ENST00000374076.4"
"TMEM223-001" "ENST00000307366.7"
"TMEM230-008" "ENST00000379279.2"
"TMEM231-001" "ENST00000258173.5"
"TMEM234-001" "ENST00000309777.6"
"TMEM241-006" "ENST00000482411.1"
"TMEM242-001" "ENST00000400788.3"
"TMEM245-001" "ENST00000374586.3"
"TMEM248-001" "ENST00000341567.4"
"TMEM254-001" "ENST00000372281.3"
"TMEM30A-002" "ENST00000230461.6"
"TMEM33-001" "ENST00000504986.1"
"TMEM38A-001" "ENST00000187762.2"
"TMEM38B-001" "ENST00000374692.3"
"TMEM39A-002" "ENST00000319172.5"
"TMEM39B-001" "ENST00000336294.5"
"TMEM41A-001" "ENST00000421852.1"
"TMEM41B-003" "ENST00000299596.4"
"TMEM43-001" "ENST00000306077.4"
"TMEM44-201" "ENST00000273580.7"
"TMEM45A-001" "ENST00000323523.4"
"TMEM48-001" "ENST00000371429.3"
"TMEM5-001" "ENST00000261234.6"
"TMEM50A-001" "ENST00000374358.4"
"TMEM50B-001" "ENST00000542230.2"
"TMEM53-001" "ENST00000372237.3"
"TMEM55A-001" "ENST00000285419.3"
"TMEM55B-003" "ENST00000398020.4"
"TMEM57-001" "ENST00000374343.4"
"TMEM59-001" "ENST00000234831.5"
"TMEM60-001" "ENST00000257663.3"
"TMEM62-001" "ENST00000260403.2"
"TMEM63A-001" "ENST00000366835.3"
"TMEM63B-005" "ENST00000259746.9"
"TMEM64-001" "ENST00000458549.2"
"TMEM66-004" "ENST00000521265.1"
"TMEM67-001" "ENST00000453321.3"
"TMEM68-002" "ENST00000434581.2"
"TMEM69-001" "ENST00000372025.4"
"TMEM70-001" "ENST00000312184.5"
"TMEM80-003" "ENST00000397510.2"
"TMEM87A-001" "ENST00000389834.4"
"TMEM87B-001" "ENST00000283206.4"
"TMEM8A-001" "ENST00000431232.2"
"TMEM9-004" "ENST00000367333.1"
"TMEM97-001" "ENST00000226230.6"
"TMEM9B-001" "ENST00000534025.1"
"TMF1-201" "ENST00000543976.1"
"TMLHE-001" "ENST00000334398.3"
"TMOD1-201" "ENST00000395211.2"
"TMOD2-001" "ENST00000249700.4"
"TMOD3-201" "ENST00000544199.1"
"TMPO-001" "ENST00000266732.4"
"TMPPE-001" "ENST00000342462.4"
"TMSB10-001" "ENST00000233143.4"
"TMSB4X-001" "ENST00000380635.1"
"TMSB4XP4-001" "ENST00000323496.5"
"TMTC2-002" "ENST00000321196.3"
"TMTC3-001" "ENST00000266712.6"
"TMTC4-004" "ENST00000376234.3"
"TMUB1-001" "ENST00000297533.4"
"TMUB2-001" "ENST00000538716.2"
"TMX1-001" "ENST00000457354.2"
"TMX2-002" "ENST00000278422.4"
"TMX3-001" "ENST00000299608.2"
"TMX4-001" "ENST00000246024.2"
"TNF-001" "ENST00000449264.2"
"TNFAIP1-001" "ENST00000226225.2"
"TNFAIP2-001" "ENST00000560869.1"
"TNFAIP3-001" "ENST00000237289.4"
"TNFAIP8-006" "ENST00000274456.6"
"TNFAIP8L1-001" "ENST00000327473.4"
"TNFAIP8L2-001" "ENST00000368910.3"
"TNFRSF10A-001" "ENST00000221132.3"
"TNFRSF10B-001" "ENST00000276431.4"
"TNFRSF13B-001" "ENST00000261652.2"
"TNFRSF13C-001" "ENST00000291232.3"
"TNFRSF14-001" "ENST00000355716.4"
"TNFRSF17-001" "ENST00000053243.1"
"TNFRSF1A-001" "ENST00000162749.2"
"TNFRSF1B-001" "ENST00000376259.3"
"TNFRSF8-001" "ENST00000263932.2"
"TNFRSF9-001" "ENST00000377507.3"
"TNFSF10-001" "ENST00000241261.2"
"TNFSF11-001" "ENST00000239849.6"
"TNFSF13B-001" "ENST00000375887.3"
"TNFSF14-002" "ENST00000245912.3"
"TNFSF4-001" "ENST00000281834.3"
"TNFSF9-001" "ENST00000245817.3"
"TNIK-001" "ENST00000436636.2"
"TNIP1-201" "ENST00000389378.2"
"TNIP2-001" "ENST00000315423.7"
"TNIP3-003" "ENST00000509841.1"
"TNK2-002" "ENST00000333602.6"
"TNKS-001" "ENST00000310430.6"
"TNKS1BP1-003" "ENST00000532437.1"
"TNKS2-001" "ENST00000371627.4"
"TNPO1-006" "ENST00000506351.2"
"TNPO2-202" "ENST00000441499.1"
"TNPO3-001" "ENST00000265388.5"
"TNRC18-201" "ENST00000430969.1"
"TNRC6A-001" "ENST00000395799.3"
"TNRC6B-002" "ENST00000335727.8"
"TNRC6C-202" "ENST00000335749.4"
"TNS3-001" "ENST00000311160.9"
"TOB1-002" "ENST00000268957.3"
"TOB2-001" "ENST00000327492.3"
"TOE1-001" "ENST00000372090.5"
"TOLLIP-001" "ENST00000317204.6"
"TOM1-202" "ENST00000411850.1"
"TOM1L1-001" "ENST00000575882.1"
"TOM1L2-001" "ENST00000379504.3"
"TOMM20-001" "ENST00000366607.4"
"TOMM22-001" "ENST00000216034.4"
"TOMM34-001" "ENST00000372813.3"
"TOMM40-201" "ENST00000405636.2"
"TOMM40L-002" "ENST00000367987.1"
"TOMM5-001" "ENST00000321301.6"
"TOMM6-001" "ENST00000398884.3"
"TOMM7-001" "ENST00000358435.4"
"TOMM70A-001" "ENST00000284320.5"
"TONSL-001" "ENST00000409379.3"
"TOP1-001" "ENST00000361337.2"
"TOP1MT-001" "ENST00000329245.4"
"TOP2A-001" "ENST00000423485.1"
"TOP2B-201" "ENST00000264331.4"
"TOP3A-001" "ENST00000321105.5"
"TOP3B-003" "ENST00000398793.2"
"TOPBP1-001" "ENST00000260810.5"
"TOPORS-001" "ENST00000360538.2"
"TOR1A-001" "ENST00000351698.4"
"TOR1AIP1-011" "ENST00000271583.3"
"TOR1AIP2-001" "ENST00000367612.3"
"TOR1B-001" "ENST00000259339.2"
"TOR2A-002" "ENST00000373281.5"
"TOR3A-001" "ENST00000367627.3"
"TOR4A-001" "ENST00000357503.2"
"TOX-001" "ENST00000361421.1"
"TOX2-201" "ENST00000341197.3"
"TOX4-201" "ENST00000262709.3"
"TP53-002" "ENST00000445888.2"
"TP53BP1-001" "ENST00000382044.4"
"TP53BP2-001" "ENST00000343537.7"
"TP53I13-001" "ENST00000301057.7"
"TP53I3-002" "ENST00000335934.4"
"TP53INP1-001" "ENST00000342697.4"
"TP53RK-001" "ENST00000372114.3"
"TP63-004" "ENST00000354600.5"
"TP73-001" "ENST00000378295.4"
"TPCN1-001" "ENST00000335509.6"
"TPCN2-001" "ENST00000294309.3"
"TPD52-006" "ENST00000379097.3"
"TPD52L2-002" "ENST00000346249.4"
"TPGS1-001" "ENST00000359315.5"
"TPGS2-001" "ENST00000334295.3"
"TPI1-201" "ENST00000396705.4"
"TPK1-001" "ENST00000360057.3"
"TPM3-015" "ENST00000271850.7"
"TPM4-001" "ENST00000344824.6"
"TPMT-001" "ENST00000309983.4"
"TPP1-001" "ENST00000299427.6"
"TPP2-002" "ENST00000376052.3"
"TPR-001" "ENST00000367478.3"
"TPRA1-005" "ENST00000489960.1"
"TPRG1-001" "ENST00000345063.3"
"TPRG1L-001" "ENST00000378344.2"
"TPRKB-001" "ENST00000272424.5"
"TPRN-001" "ENST00000409012.4"
"TPST1-001" "ENST00000304842.5"
"TPST2-003" "ENST00000398110.2"
"TPT1-001" "ENST00000530705.1"
"TPX2-001" "ENST00000300403.6"
"TRA2A-001" "ENST00000297071.4"
"TRA2B-001" "ENST00000453386.2"
"TRABD-005" "ENST00000395829.1"
"TRAC-001" "ENST00000478163.2"
"TRADD-001" "ENST00000345057.4"
"TRAF1-001" "ENST00000373887.3"
"TRAF2-007" "ENST00000247668.2"
"TRAF3-001" "ENST00000560371.1"
"TRAF3IP1-001" "ENST00000373327.4"
"TRAF3IP3-012" "ENST00000367026.3"
"TRAF4-001" "ENST00000262395.5"
"TRAF5-201" "ENST00000336184.2"
"TRAF6-001" "ENST00000526995.1"
"TRAF7-001" "ENST00000326181.6"
"TRAFD1-001" "ENST00000412615.2"
"TRAIP-001" "ENST00000331456.2"
"TRAJ12-001" "ENST00000390525.1"
"TRAK1-004" "ENST00000327628.5"
"TRAK2-001" "ENST00000332624.3"
"TRAM1-001" "ENST00000262213.2"
"TRAM2-001" "ENST00000182527.3"
"TRANK1-202" "ENST00000429976.2"
"TRAP1-001" "ENST00000246957.5"
"TRAPPC1-201" "ENST00000540486.1"
"TRAPPC10-001" "ENST00000291574.4"
"TRAPPC11-001" "ENST00000334690.6"
"TRAPPC12-002" "ENST00000324266.5"
"TRAPPC2-202" "ENST00000359680.5"
"TRAPPC2L-001" "ENST00000301021.3"
"TRAPPC2P1-002" "ENST00000543226.1"
"TRAPPC3-001" "ENST00000373166.3"
"TRAPPC4-001" "ENST00000533632.1"
"TRAPPC5-002" "ENST00000317378.5"
"TRAPPC6A-002" "ENST00000006275.4"
"TRAPPC6B-002" "ENST00000330149.5"
"TRAPPC8-001" "ENST00000283351.4"
"TRAPPC9-002" "ENST00000438773.2"
"TRBC2-001" "ENST00000466254.1"
"TRDMT1-001" "ENST00000377799.3"
"TREML2-001" "ENST00000483722.1"
"TRERF1-202" "ENST00000541110.1"
"TREX1-002" "ENST00000296443.9"
"TRIAP1-001" "ENST00000546954.1"
"TRIB1-001" "ENST00000311922.3"
"TRIB3-001" "ENST00000217233.3"
"TRIM11-001" "ENST00000284551.6"
"TRIM13-006" "ENST00000356017.4"
"TRIM14-001" "ENST00000341469.2"
"TRIM21-001" "ENST00000254436.7"
"TRIM22-001" "ENST00000379965.3"
"TRIM23-001" "ENST00000231524.9"
"TRIM24-001" "ENST00000343526.4"
"TRIM25-201" "ENST00000537230.1"
"TRIM26-003" "ENST00000437089.1"
"TRIM27-001" "ENST00000377199.3"
"TRIM28-001" "ENST00000253024.5"
"TRIM3-203" "ENST00000537602.1"
"TRIM32-201" "ENST00000450136.1"
"TRIM33-001" "ENST00000358465.2"
"TRIM35-001" "ENST00000305364.4"
"TRIM37-002" "ENST00000262294.7"
"TRIM38-201" "ENST00000349458.3"
"TRIM39-003" "ENST00000376659.5"
"TRIM4-004" "ENST00000355947.2"
"TRIM41-002" "ENST00000315073.5"
"TRIM44-001" "ENST00000299413.5"
"TRIM5-001" "ENST00000380034.3"
"TRIM52-001" "ENST00000327767.3"
"TRIM56-001" "ENST00000306085.6"
"TRIM59-001" "ENST00000309784.4"
"TRIM6-001" "ENST00000278302.5"
"TRIM6-TRIM34-001" "ENST00000354852.5"
"TRIM61-001" "ENST00000329314.5"
"TRIM65-001" "ENST00000269383.3"
"TRIM66-001" "ENST00000402157.2"
"TRIM68-001" "ENST00000300747.5"
"TRIM69-002" "ENST00000559390.1"
"TRIM8-201" "ENST00000302424.5"
"TRIO-001" "ENST00000344204.4"
"TRIOBP-001" "ENST00000406386.3"
"TRIP10-001" "ENST00000313285.8"
"TRIP11-001" "ENST00000267622.4"
"TRIP12-005" "ENST00000389045.3"
"TRIP13-001" "ENST00000166345.3"
"TRIP4-001" "ENST00000261884.3"
"TRIP6-001" "ENST00000200457.4"
"TRIT1-001" "ENST00000316891.5"
"TRMT1-201" "ENST00000357720.4"
"TRMT10A-001" "ENST00000394877.3"
"TRMT10B-001" "ENST00000297994.3"
"TRMT10C-001" "ENST00000309922.6"
"TRMT11-201" "ENST00000334379.5"
"TRMT112-001" "ENST00000544844.1"
"TRMT12-001" "ENST00000328599.3"
"TRMT13-001" "ENST00000370141.2"
"TRMT1L-001" "ENST00000367506.5"
"TRMT2A-003" "ENST00000439169.2"
"TRMT2B-203" "ENST00000545398.1"
"TRMT44-001" "ENST00000389737.4"
"TRMT5-001" "ENST00000261249.6"
"TRMT6-001" "ENST00000203001.2"
"TRMT61A-001" "ENST00000389749.4"
"TRMT61B-001" "ENST00000306108.5"
"TRMU-001" "ENST00000290846.4"
"TRNAU1AP-001" "ENST00000373830.3"
"TRNT1-001" "ENST00000251607.6"
"TRO-008" "ENST00000173898.7"
"TROAP-001" "ENST00000257909.3"
"TROVE2-004" "ENST00000400968.2"
"TRPC4AP-001" "ENST00000252015.2"
"TRPM2-004" "ENST00000300482.5"
"TRPM7-001" "ENST00000313478.7"
"TRPS1-001" "ENST00000395715.3"
"TRPT1-201" "ENST00000394546.2"
"TRPV2-001" "ENST00000338560.7"
"TRPV3-002" "ENST00000301365.4"
"TRRAP-002" "ENST00000355540.3"
"TRUB1-001" "ENST00000298746.3"
"TRUB2-001" "ENST00000372890.4"
"TSC1-001" "ENST00000298552.3"
"TSC2-001" "ENST00000219476.3"
"TSC22D2-001" "ENST00000361875.2"
"TSC22D3-001" "ENST00000372397.2"
"TSC22D4-001" "ENST00000300181.2"
"TSEN15-001" "ENST00000361641.1"
"TSEN2-002" "ENST00000402228.3"
"TSEN34-001" "ENST00000302937.4"
"TSEN54-001" "ENST00000333213.6"
"TSFM-001" "ENST00000454289.2"
"TSG101-001" "ENST00000251968.3"
"TSHZ1-001" "ENST00000322038.5"
"TSN-001" "ENST00000389682.3"
"TSNARE1-201" "ENST00000307180.3"
"TSNAX-001" "ENST00000366639.3"
"TSPAN12-001" "ENST00000222747.3"
"TSPAN14-007" "ENST00000372158.1"
"TSPAN17-002" "ENST00000515708.1"
"TSPAN3-001" "ENST00000267970.4"
"TSPAN31-001" "ENST00000257910.3"
"TSPAN33-001" "ENST00000289407.4"
"TSPAN4-204" "ENST00000397408.1"
"TSPO-001" "ENST00000337554.3"
"TSPYL1-001" "ENST00000368608.3"
"TSPYL2-001" "ENST00000375442.4"
"TSPYL4-001" "ENST00000420283.1"
"TSPYL5-001" "ENST00000322128.3"
"TSR1-002" "ENST00000301364.4"
"TSR2-001" "ENST00000375151.4"
"TSR3-001" "ENST00000007390.2"
"TSSC1-001" "ENST00000382125.4"
"TSSC4-201" "ENST00000451491.2"
"TST-002" "ENST00000403892.3"
"TSTA3-004" "ENST00000529064.1"
"TSTD1-003" "ENST00000368023.3"
"TSTD2-001" "ENST00000341170.4"
"TTBK2-001" "ENST00000267890.6"
"TTC1-001" "ENST00000231238.4"
"TTC12-014" "ENST00000483239.2"
"TTC13-001" "ENST00000366661.4"
"TTC14-001" "ENST00000296015.4"
"TTC17-001" "ENST00000039989.4"
"TTC21B-001" "ENST00000243344.7"
"TTC23-203" "ENST00000394136.1"
"TTC26-001" "ENST00000464848.1"
"TTC27-001" "ENST00000317907.4"
"TTC3-003" "ENST00000399017.2"
"TTC30A-001" "ENST00000355689.4"
"TTC30B-001" "ENST00000408939.2"
"TTC31-001" "ENST00000233623.5"
"TTC32-001" "ENST00000333610.3"
"TTC33-001" "ENST00000337702.4"
"TTC37-001" "ENST00000358746.2"
"TTC38-001" "ENST00000381031.3"
"TTC39B-202" "ENST00000355694.2"
"TTC39C-001" "ENST00000317571.3"
"TTC4-001" "ENST00000371281.3"
"TTC5-001" "ENST00000258821.3"
"TTC7A-001" "ENST00000319190.5"
"TTC8-008" "ENST00000380656.2"
"TTC9-001" "ENST00000256367.2"
"TTC9C-002" "ENST00000532583.1"
"TTF1-001" "ENST00000334270.2"
"TTF2-001" "ENST00000369466.3"
"TTI1-001" "ENST00000373448.2"
"TTI2-002" "ENST00000360742.5"
"TTK-001" "ENST00000369798.2"
"TTL-001" "ENST00000233336.5"
"TTLL1-001" "ENST00000266254.7"
"TTLL12-001" "ENST00000216129.6"
"TTLL4-001" "ENST00000392102.1"
"TTLL5-001" "ENST00000298832.9"
"TTN-002" "ENST00000342992.6"
"TTPAL-001" "ENST00000372904.3"
"TTYH2-001" "ENST00000269346.4"
"TTYH3-001" "ENST00000258796.7"
"TUBA1A-001" "ENST00000301071.7"
"TUBA1B-001" "ENST00000336023.5"
"TUBA1C-001" "ENST00000301072.6"
"TUBA4A-001" "ENST00000248437.4"
"TUBA8-001" "ENST00000330423.3"
"TUBB-001" "ENST00000327892.8"
"TUBB2A-001" "ENST00000333628.3"
"TUBB2B-001" "ENST00000259818.6"
"TUBB3.1-001" "ENST00000315491.7"
"TUBB4A-201" "ENST00000540257.1"
"TUBB4B-001" "ENST00000340384.4"
"TUBB6-001" "ENST00000317702.5"
"TUBD1-201" "ENST00000325752.3"
"TUBE1-001" "ENST00000368662.5"
"TUBG1-001" "ENST00000251413.3"
"TUBG2-001" "ENST00000251412.7"
"TUBGCP2-201" "ENST00000368563.2"
"TUBGCP3-001" "ENST00000261965.3"
"TUBGCP4-001" "ENST00000260383.7"
"TUBGCP5-001" "ENST00000283645.4"
"TUBGCP6-001" "ENST00000248846.5"
"TUFM-001" "ENST00000313511.3"
"TUFT1-006" "ENST00000368849.3"
"TULP3-004" "ENST00000397132.2"
"TULP4-001" "ENST00000367097.3"
"TUSC2-001" "ENST00000232496.4"
"TUT1-001" "ENST00000476907.1"
"TWF1-001" "ENST00000395510.2"
"TWF2-001" "ENST00000305533.4"
"TWISTNB-001" "ENST00000222567.5"
"TWSG1-001" "ENST00000262120.5"
"TXLNA-001" "ENST00000373610.3"
"TXLNG-001" "ENST00000380122.5"
"TXN-001" "ENST00000374517.5"
"TXN2-001" "ENST00000216185.2"
"TXNDC11-002" "ENST00000356957.3"
"TXNDC12-001" "ENST00000371626.4"
"TXNDC15-001" "ENST00000358387.4"
"TXNDC16-001" "ENST00000281741.4"
"TXNDC17-001" "ENST00000250101.5"
"TXNDC5-001" "ENST00000379757.4"
"TXNDC9-001" "ENST00000264255.3"
"TXNIP-001" "ENST00000369317.4"
"TXNL1-001" "ENST00000217515.6"
"TXNL4A-001" "ENST00000269601.5"
"TXNL4B-003" "ENST00000426362.2"
"TXNRD1-001" "ENST00000525566.1"
"TXNRD2-003" "ENST00000400521.1"
"TYK2-201" "ENST00000264818.6"
"TYMP-003" "ENST00000395681.1"
"TYMS-001" "ENST00000323274.10"
"TYSND1-001" "ENST00000287078.6"
"TYW1-001" "ENST00000359626.5"
"TYW3-001" "ENST00000370867.3"
"TYW5-001" "ENST00000354611.4"
"U2AF1-002" "ENST00000380276.2"
"U2AF1L4-201" "ENST00000412391.2"
"U2AF2-002" "ENST00000308924.4"
"U2SURP-001" "ENST00000473835.1"
"UACA-001" "ENST00000322954.6"
"UAP1-002" "ENST00000367925.1"
"UAP1L1-001" "ENST00000409858.3"
"UBA1-002" "ENST00000377351.4"
"UBA2-001" "ENST00000246548.4"
"UBA3-001" "ENST00000361055.4"
"UBA5-001" "ENST00000356232.4"
"UBA52-001" "ENST00000442744.2"
"UBA6-001" "ENST00000322244.4"
"UBA7-001" "ENST00000333486.3"
"UBAC1-001" "ENST00000371756.3"
"UBAC2-002" "ENST00000403766.3"
"UBAP1-201" "ENST00000536252.1"
"UBAP2-201" "ENST00000360802.1"
"UBAP2L-001" "ENST00000361546.2"
"UBASH3B-001" "ENST00000284273.5"
"UBB-003" "ENST00000395839.1"
"UBC-001" "ENST00000339647.5"
"UBD-001" "ENST00000377050.4"
"UBE2A-001" "ENST00000371558.2"
"UBE2B-001" "ENST00000265339.2"
"UBE2C-001" "ENST00000356455.4"
"UBE2D1-001" "ENST00000373910.3"
"UBE2D2-004" "ENST00000398734.4"
"UBE2D3-002" "ENST00000343106.5"
"UBE2E1-001" "ENST00000306627.3"
"UBE2E2-001" "ENST00000396703.1"
"UBE2F-001" "ENST00000272930.4"
"UBE2G1-001" "ENST00000396981.2"
"UBE2G2-001" "ENST00000345496.2"
"UBE2H-001" "ENST00000355621.3"
"UBE2I-001" "ENST00000397514.3"
"UBE2J1-001" "ENST00000435041.2"
"UBE2J2-011" "ENST00000360466.2"
"UBE2K-001" "ENST00000261427.5"
"UBE2L3-001" "ENST00000342192.4"
"UBE2L6-001" "ENST00000287156.4"
"UBE2M-001" "ENST00000253023.3"
"UBE2N-001" "ENST00000318066.2"
"UBE2O-001" "ENST00000319380.7"
"UBE2Q1-001" "ENST00000292211.4"
"UBE2Q2-001" "ENST00000267938.4"
"UBE2R2-001" "ENST00000263228.3"
"UBE2S-001" "ENST00000264552.9"
"UBE2T-001" "ENST00000367274.4"
"UBE2V2-001" "ENST00000523111.1"
"UBE2Z-001" "ENST00000360943.5"
"UBE3B-001" "ENST00000342494.3"
"UBE3C-001" "ENST00000348165.5"
"UBE3D-003" "ENST00000369747.3"
"UBE4A-002" "ENST00000431736.2"
"UBE4B-002" "ENST00000253251.8"
"UBFD1-001" "ENST00000395878.3"
"UBIAD1-001" "ENST00000376810.5"
"UBL3-001" "ENST00000380680.4"
"UBL4A-001" "ENST00000369660.4"
"UBL5-001" "ENST00000358666.3"
"UBL7-005" "ENST00000564488.1"
"UBLCP1-001" "ENST00000296786.6"
"UBN1-001" "ENST00000262376.6"
"UBN2-001" "ENST00000473989.2"
"UBOX5-001" "ENST00000217173.2"
"UBP1-003" "ENST00000283628.5"
"UBQLN1-001" "ENST00000376395.4"
"UBQLN2-001" "ENST00000338222.5"
"UBQLN4-001" "ENST00000368309.3"
"UBR1-001" "ENST00000290650.4"
"UBR2-002" "ENST00000372901.1"
"UBR4-001" "ENST00000375254.3"
"UBR5-001" "ENST00000520539.1"
"UBR7-001" "ENST00000013070.6"
"UBTD2-001" "ENST00000393792.2"
"UBTF-005" "ENST00000436088.1"
"UBXN1-002" "ENST00000301935.5"
"UBXN11-001" "ENST00000374222.1"
"UBXN2A-003" "ENST00000404924.1"
"UBXN2B-001" "ENST00000399598.2"
"UBXN4-001" "ENST00000272638.9"
"UBXN6-002" "ENST00000301281.6"
"UBXN7-001" "ENST00000296328.4"
"UCHL1-001" "ENST00000284440.4"
"UCHL3-001" "ENST00000377595.3"
"UCHL5-001" "ENST00000367455.3"
"UCK1-001" "ENST00000372215.4"
"UCK2-001" "ENST00000367879.4"
"UCKL1-001" "ENST00000354216.6"
"UCP2-001" "ENST00000310473.3"
"UEVLD-007" "ENST00000396197.2"
"UFC1-001" "ENST00000368003.5"
"UFD1L-001" "ENST00000263202.9"
"UFL1-001" "ENST00000369278.4"
"UFM1-001" "ENST00000239878.4"
"UFSP2-001" "ENST00000264689.6"
"UGCG-001" "ENST00000374279.3"
"UGDH-005" "ENST00000506179.1"
"UGGT1-001" "ENST00000259253.6"
"UGGT2-001" "ENST00000376747.3"
"UGP2-001" "ENST00000337130.5"
"UGT2B17-001" "ENST00000317746.2"
"UGT8-002" "ENST00000394511.3"
"UHMK1-001" "ENST00000489294.1"
"UHRF1BP1-001" "ENST00000192788.5"
"UHRF1BP1L-001" "ENST00000279907.7"
"UHRF2-003" "ENST00000276893.5"
"UIMC1-201" "ENST00000377219.2"
"ULK1-001" "ENST00000321867.3"
"ULK3-002" "ENST00000440863.2"
"ULK4-001" "ENST00000301831.4"
"UMPS-001" "ENST00000232607.2"
"UNC119-001" "ENST00000335765.4"
"UNC119B-201" "ENST00000537794.1"
"UNC13B-002" "ENST00000396787.1"
"UNC13C-202" "ENST00000545554.1"
"UNC13D-001" "ENST00000207549.4"
"UNC45A-002" "ENST00000418476.2"
"UNC50-001" "ENST00000357765.2"
"UNC93B1-201" "ENST00000227471.2"
"UNG-001" "ENST00000242576.2"
"UNK-201" "ENST00000293218.3"
"UNKL-002" "ENST00000508903.2"
"UPB1-001" "ENST00000326010.5"
"UPF1-001" "ENST00000262803.5"
"UPF2-201" "ENST00000397053.2"
"UPF3A-001" "ENST00000375299.3"
"UPF3B-001" "ENST00000276201.2"
"UPK3BL.1-001" "ENST00000519541.1"
"UPP1-003" "ENST00000395564.4"
"UPRT-001" "ENST00000373383.4"
"UQCC-010" "ENST00000374385.5"
"UQCR10-001" "ENST00000330029.6"
"UQCR11.1-201" "ENST00000262946.4"
"UQCRB-001" "ENST00000287022.5"
"UQCRC1-001" "ENST00000203407.5"
"UQCRC2-001" "ENST00000268379.4"
"UQCRFS1-001" "ENST00000304863.4"
"UQCRH-001" "ENST00000311672.5"
"UQCRQ-005" "ENST00000378665.1"
"URB1-001" "ENST00000382751.3"
"URB2-001" "ENST00000258243.2"
"URGCP-003" "ENST00000453200.1"
"URI1-001" "ENST00000542441.2"
"URM1-001" "ENST00000372853.4"
"UROD-001" "ENST00000246337.4"
