ID,ID,ID,ID,USE,USE,MAYBE USE,MAYBE USE,MAYBE USE,MAYBE USE,,,
ENSP00000305653,ENSG00000168924,ENST00000302787,,3336900,0.02,0.28,0.36,176102.8417,0.01,ENSP00000305653_ENSG00000168924_ENST00000302787,739,739
ENSP00000306003,ENSG00000169020,ENST00000304312,,8317400,0.19,1.92,3.56,361623.1884,0.10,ENSP00000306003_ENSG00000169020_ENST00000304312,69,69
ENSP00000306397,ENSG00000169021,ENST00000304863,,828800,0.00,0.10,0.10,42346.71533,0.00,ENSP00000306397_ENSG00000169021_ENST00000304863,274,274
ENSP00000302486,ENSG00000169032,ENST00000307102,,7782000,0.04,0.87,1.44,376234.0967,0.02,ENSP00000302486_ENSG00000169032_ENST00000307102;ENSP00000262948_ENSG00000126934_ENST00000262948;ENSP00000378336_ENSG00000126934_ENST00000394867;ENSP00000456438_ENSG00000169032_ENST00000566326,393,NaN
ENSP00000327539,ENSG00000169045,ENST00000329433,,167530000,0.32,4.75,9.76,6743644.068,0.15,ENSP00000327539_ENSG00000169045_ENST00000329433;ENSP00000349168_ENSG00000169045_ENST00000356731;ENSP00000377082_ENSG00000169045_ENST00000393432;ENSP00000397797_ENSG00000169045_ENST00000442819;ENSP00000426275_ENSG00000169045_ENST00000510411;ENSP00000424087_ENSG00000169045_ENST00000505811;ENSP00000427388_ENSG00000169045_ENST00000504348;ENSP00000426518_ENSG00000169045_ENST00000513225;ENSP00000430970_ENSG00000169045_ENST00000519056;ENSP00000427408_ENSG00000169045_ENST00000503105;ENSP00000425851_ENSG00000169045_ENST00000510678;ENSP00000425732_ENSG00000169045_ENST00000508103;ENSP00000420850_ENSG00000169045_ENST00000506721;ENSP00000423140_ENSG00000169045_ENST00000510431;ENSP00000421695_ENSG00000169045_ENST00000515158;ENSP00000429661_ENSG00000169045_ENST00000521116,472,NaN
ENSP00000416706,ENSG00000169067,ENST00000423391,,1642300000,6.26,67.08,152.03,91726063.83,2.76,ENSP00000416706_ENSG00000169067_ENST00000423391,376,376
ENSP00000370718,ENSG00000169093,ENST00000381317,,2995400,0.01,0.09,0.18,135059.5813,0.00,ENSP00000370718_ENSG00000169093_ENST00000381317;ENSP00000370734_ENSG00000169093_ENST00000381333;ENSP00000446410_ENSG00000169093_ENST00000534940;ENSP00000410578_ENSG00000169093_ENST00000416733,621,NaN
ENSP00000370808,ENSG00000169100,ENST00000381401,,204560000,0.59,5.84,12.30,13728859.06,0.28,ENSP00000370808_ENSG00000169100_ENST00000381401,298,NaN
ENSP00000428209,ENSG00000169139,ENST00000523111,,185590,0.19,1.78,3.32,12799.31034,0.10,ENSP00000428209_ENSG00000169139_ENST00000523111;ENSP00000428818_ENSG00000169139_ENST00000521346;ENSP00000429419_ENSG00000169139_ENST00000520809;ENSP00000429886_ENSG00000169139_ENST00000517630,145,NaN
ENSP00000303366,ENSG00000169223,ENST00000303127,,753730,0.01,0.29,0.36,38109.55056,0.01,ENSP00000303366_ENSG00000169223_ENST00000303127;ENSP00000423998_ENSG00000169223_ENST00000515209;ENSP00000425229_ENSG00000169223_ENST00000502560;ENSP00000427377_ENSG00000169223_ENST00000513877,356,NaN
ENSP00000417559,ENSG00000169251,ENST00000472947,,65611,0.01,0.17,0.23,3348.771267,0.01,ENSP00000417559_ENSG00000169251_ENST00000472947;ENSP00000307525_ENSG00000169251_ENST00000351193;ENSP00000419004_ENSG00000169251_ENST00000460469,529,NaN
ENSP00000371393,ENSG00000169299,ENST00000381967,,2294300,0.01,0.14,0.20,127459.1503,0.01,ENSP00000371393_ENSG00000169299_ENST00000381967;ENSP00000423269_ENSG00000169299_ENST00000505986;ENSP00000426738_ENSG00000169299_ENST00000515668,612,NaN
ENSP00000363500,ENSG00000169504,ENST00000374379,,8737100,0.04,0.48,0.61,518023.7154,0.03,ENSP00000363500_ENSG00000169504_ENST00000374379;ENSP00000436538_ENSG00000169504_ENST00000488683,253,NaN
ENSP00000305556,ENSG00000169564,ENST00000303577,,306440000,0.69,10.17,25.39,14633426.97,0.28,ENSP00000305556_ENSG00000169564_ENST00000303577,356,356
ENSP00000304229,ENSG00000169567,ENST00000304043,,475740000,0.84,12.24,23.17,30205555.56,0.44,ENSP00000304229_ENSG00000169567_ENST00000304043;ENSP00000427008_ENSG00000169567_ENST00000511475;ENSP00000427499_ENSG00000169567_ENST00000508488;ENSP00000424974_ENSG00000169567_ENST00000508495;ENSP00000426860_ENSG00000169567_ENST00000506908,126,NaN
ENSP00000307181,ENSG00000169612,ENST00000304191,,3248300,0.03,0.69,0.92,220220.339,0.03,ENSP00000307181_ENSG00000169612_ENST00000304191,118,118
ENSP00000306752,ENSG00000169627,ENST00000305321,,39725000,0.18,2.42,3.84,2352105.263,0.11,ENSP00000306752_ENSG00000169627_ENST00000305321;ENSP00000331127_ENSG00000183336_ENST00000330978,152,NaN
ENSP00000304592,ENSG00000169710,ENST00000306749,,21910000,0.07,1.42,2.13,1090720.828,0.04,ENSP00000304592_ENSG00000169710_ENST00000306749,2511,NaN
ENSP00000399488,ENSG00000169714,ENST00000451728,,14844000,0.11,1.95,3.70,1084157.303,0.06,ENSP00000399488_ENSG00000169714_ENST00000451728,178,NaN
ENSP00000410619,ENSG00000169714,ENST00000422453,,113400,0.10,1.75,3.31,8328.248588,0.05,ENSP00000410619_ENSG00000169714_ENST00000422453;ENSP00000421323_ENSG00000169714_ENST00000502976;ENSP00000422110_ENSG00000169714_ENST00000504813;ENSP00000426223_ENSG00000169714_ENST00000500450,177,NaN
ENSP00000347251,ENSG00000169727,ENST00000355130,,375720,0.00,0.16,0.16,13545.9203,0.00,ENSP00000347251_ENSG00000169727_ENST00000355130;ENSP00000376167_ENSG00000169727_ENST00000392358;ENSP00000302873_ENSG00000169727_ENST00000306823;ENSP00000462265_ENSG00000169727_ENST00000578552;ENSP00000313569_ENSG00000169727_ENST00000320548,527,NaN
ENSP00000385347,ENSG00000169762,ENST00000405303,,96093,0.01,0.14,0.23,4575.837743,0.01,ENSP00000385347_ENSG00000169762_ENST00000405303;ENSP00000422652_ENSG00000169762_ENST00000505603,567,NaN
ENSP00000411803,ENSG00000169764,ENST00000445915,,1159700,0.01,0.11,0.22,62808.51064,0.01,ENSP00000411803_ENSG00000169764_ENST00000445915;ENSP00000338703_ENSG00000169764_ENST00000337130;ENSP00000377939_ENSG00000169764_ENST00000394417;ENSP00000420793_ENSG00000169764_ENST00000467648,517,NaN
ENSP00000338477,ENSG00000169813,ENST00000337970,,31061000,0.20,2.95,5.62,1122698.795,0.10,ENSP00000338477_ENSG00000169813_ENST00000337970;ENSP00000348345_ENSG00000169813_ENST00000356053;ENSP00000349573_ENSG00000169813_ENST00000357065;ENSP00000400433_ENSG00000169813_ENST00000443950;ENSP00000438061_ENSG00000169813_ENST00000544000,415,NaN
ENSP00000369500,ENSG00000169895,ENST00000380155,,2310400,0.01,0.13,0.13,78764.20455,0.01,ENSP00000369500_ENSG00000169895_ENST00000380155,352,352
ENSP00000356541,ENSG00000169976,ENST00000367569,,716930,0.17,2.68,6.70,41682.55814,0.07,ENSP00000356541_ENSG00000169976_ENST00000367569,86,86
ENSP00000306330,ENSG00000170027,ENST00000307630,,31360000,0.37,4.53,8.51,2031417.004,0.20,ENSP00000306330_ENSG00000170027_ENST00000307630,247,247
ENSP00000406571,ENSG00000170085,ENST00000443967,,3634.3,0.00,0.04,0.07,187.5458716,0.00,ENSP00000406571_ENSG00000170085_ENST00000443967;ENSP00000410552_ENSG00000170085_ENST00000429602;ENSP00000342075_ENSG00000170085_ENST00000341199;ENSP00000409287_ENSG00000170085_ENST00000430704,872,NaN
ENSP00000376309,ENSG00000170144,ENST00000392524,,588970,0.29,4.02,7.75,29605.82011,0.15,ENSP00000376309_ENSG00000170144_ENST00000392524;ENSP00000416340_ENSG00000170144_ENST00000435711,378,NaN
ENSP00000408487,ENSG00000170144,ENST00000411529,,108250000,0.28,3.95,7.03,5473314.607,0.15,ENSP00000408487_ENSG00000170144_ENST00000411529,356,356
ENSP00000411825,ENSG00000170248,ENST00000457054,,25914000,0.07,0.90,1.53,1424856.816,0.04,ENSP00000411825_ENSG00000170248_ENST00000457054;ENSP00000307387_ENSG00000170248_ENST00000307296,873,NaN
ENSP00000378699,ENSG00000170312,ENST00000395284,,2458000,0.01,0.17,0.22,157242.4242,0.01,ENSP00000378699_ENSG00000170312_ENST00000395284;ENSP00000397973_ENSG00000170312_ENST00000448257;ENSP00000325970_ENSG00000170312_ENST00000316629;ENSP00000362915_ENSG00000170312_ENST00000373809,297,NaN
ENSP00000303145,ENSG00000170348,ENST00000303575,,17413000,0.07,1.05,1.41,954155.2511,0.05,ENSP00000303145_ENSG00000170348_ENST00000303575;ENSP00000450726_ENSG00000170348_ENST00000555873,219,NaN
ENSP00000449404,ENSG00000170421,ENST00000552150,,987780,0.01,0.08,0.12,56058.70841,0.00,ENSP00000449404_ENSG00000170421_ENST00000552150;CON__P05787;ENSP00000293308_ENSG00000170421_ENST00000293308;ENSP00000447402_ENSG00000170421_ENST00000546897;ENSP00000447566_ENSG00000170421_ENST00000552551;ENSP00000447881_ENSG00000170421_ENST00000546826,511,NaN
ENSP00000425634,ENSG00000170445,ENST00000504156,,13749000,0.04,0.66,0.86,756306.4833,0.03,ENSP00000425634_ENSG00000170445_ENST00000504156;ENSP00000387893_ENSG00000170445_ENST00000457527;ENSP00000411511_ENSG00000170445_ENST00000438307;ENSP00000304668_ENSG00000170445_ENST00000307633;ENSP00000411085_ENSG00000170445_ENST00000415192;ENSP00000393244_ENSG00000170445_ENST00000431330;ENSP00000430063_ENSG00000170445_ENST00000504366;ENSP00000425889_ENSG00000170445_ENST00000507746,509,NaN
ENSP00000303920,ENSG00000170476,ENST00000302125,,529340000,1.15,15.90,43.66,25206878.31,0.42,ENSP00000303920_ENSG00000170476_ENST00000302125,189,NaN
ENSP00000302886,ENSG00000170515,ENST00000303305,,53985000,0.24,2.61,5.22,3014467.005,0.12,ENSP00000302886_ENSG00000170515_ENST00000303305,394,NaN
ENSP00000370074,ENSG00000170542,ENST00000380698,,13018000,0.03,0.36,0.52,761675.5319,0.02,ENSP00000370074_ENSG00000170542_ENST00000380698,376,376
ENSP00000315768,ENSG00000170581,ENST00000314128,,561670,0.00,0.03,0.03,27059.92949,0.00,ENSP00000315768_ENSG00000170581_ENST00000314128;ENSP00000450751_ENSG00000170581_ENST00000557235;ENSP00000387354_ENSG00000170581_ENST00000418572,851,NaN
ENSP00000304854,ENSG00000170584,ENST00000302764,,12485000,0.04,0.83,1.00,556675.1592,0.03,ENSP00000304854_ENSG00000170584_ENST00000302764;ENSP00000430347_ENSG00000170584_ENST00000517501,157,NaN
ENSP00000302961,ENSG00000170606,ENST00000304858,,34660000,0.15,1.74,3.07,2063095.238,0.08,ENSP00000302961_ENSG00000170606_ENST00000304858,840,840
ENSP00000329212,ENSG00000170653,ENST00000328463,,24600,0.00,0.08,0.08,946.1538462,0.00,ENSP00000329212_ENSG00000170653_ENST00000328463;ENSP00000449938_ENSG00000170653_ENST00000548446;ENSP00000387406_ENSG00000170653_ENST00000456903;ENSP00000399465_ENSG00000170653_ENST00000420353;ENSP00000466174_ENSG00000267281_ENST00000591834;ENSP00000404880_ENSG00000170653_ENST00000415113;ENSP00000468623_ENSG00000170653_ENST00000588078;ENSP00000456858_ENSG00000170653_ENST00000548118;ENSP00000465192_ENSG00000170653_ENST00000591397,494,NaN
ENSP00000377043,ENSG00000170703,ENST00000393382,,807420,0.01,0.29,0.37,43497.19416,0.01,ENSP00000377043_ENSG00000170703_ENST00000393382;ENSP00000365871_ENSG00000170703_ENST00000376681,891,NaN
ENSP00000354718,ENSG00000170776,ENST00000361243,,24381,0.00,0.01,0.01,1038.587149,0.00,ENSP00000354718_ENSG00000170776_ENST00000361243;ENSP00000378026_ENSG00000170776_ENST00000394518;ENSP00000378018_ENSG00000170776_ENST00000394510,2817,NaN
ENSP00000449795,ENSG00000170855,ENST00000546954,,950420,0.03,0.21,0.43,62527.63158,0.01,ENSP00000449795_ENSG00000170855_ENST00000546954,76,76
ENSP00000302160,ENSG00000170860,ENST00000306024,,29718000,0.12,1.57,2.68,874049.0196,0.07,ENSP00000302160_ENSG00000170860_ENST00000306024,102,102
ENSP00000302896,ENSG00000170889,ENST00000302907,,41053000,0.34,3.09,6.27,2327731.959,0.16,ENSP00000302896_ENSG00000170889_ENST00000302907;ENSP00000375632_ENSG00000170889_ENST00000391752;ENSP00000375633_ENSG00000170889_ENST00000391753;ENSP00000458947_ENSG00000263332_ENST00000574910;ENSP00000459068_ENSG00000272614_ENST00000570816;ENSP00000459239_ENSG00000263076_ENST00000576887;ENSP00000460241_ENSG00000263076_ENST00000575726;ENSP00000461170_ENSG00000263332_ENST00000575746;ENSP00000461356_ENSG00000263332_ENST00000573353;ENSP00000461393_ENSG00000263076_ENST00000573511;ENSP00000473696_ENSG00000271572_ENST00000604611;ENSP00000474184_ENSG00000271572_ENST00000604119;ENSP00000474572_ENSG00000271572_ENST00000604018;ENSP00000476542_ENSG00000273467_ENST00000608062;ENSP00000476645_ENSG00000272943_ENST00000609006;ENSP00000477062_ENSG00000272643_ENST00000609930;ENSP00000477132_ENSG00000273385_ENST00000608413;ENSP00000477420_ENSG00000273135_ENST00000609324;ENSP00000414314_ENSG00000170889_ENST00000441429;ENSP00000458434_ENSG00000263332_ENST00000570925;ENSP00000458455_ENSG00000263076_ENST00000570639;ENSP00000474727_ENSG00000271572_ENST00000603902;ENSP00000383937_ENSG00000170889_ENST00000402367;ENSP00000391823_ENSG00000170889_ENST00000445961;ENSP00000406159_ENSG00000170889_ENST00000436445;ENSP00000458709_ENSG00000263076_ENST00000570789;ENSP00000459070_ENSG00000263332_ENST00000571930;ENSP00000459912_ENSG00000263332_ENST00000570464;ENSP00000460361_ENSG00000263076_ENST00000570496;ENSP00000460689_ENSG00000263332_ENST00000576296;ENSP00000461102_ENSG00000263076_ENST00000572117;ENSP00000474068_ENSG00000271572_ENST00000603732;ENSP00000474963_ENSG00000271572_ENST00000603696;ENSP00000475062_ENSG00000271572_ENST00000605832,194,NaN
ENSP00000359423,ENSG00000171100,ENST00000370396,,76496,0.01,0.04,0.16,4693.864013,0.00,ENSP00000359423_ENSG00000171100_ENST00000370396;ENSP00000472211_ENSG00000269031_ENST00000598147;ENSP00000389157_ENSG00000171100_ENST00000413012;ENSP00000469313_ENSG00000269031_ENST00000600549;ENSP00000439784_ENSG00000171100_ENST00000543350;ENSP00000471949_ENSG00000269031_ENST00000599772;ENSP00000444015_ENSG00000171100_ENST00000542741;ENSP00000472814_ENSG00000269031_ENST00000596570,603,NaN
ENSP00000303315,ENSG00000171223,ENST00000302754,,1395900,0.01,0.19,0.19,52296.82997,0.01,ENSP00000303315_ENSG00000171223_ENST00000302754,347,347
ENSP00000380734,ENSG00000171262,ENST00000397609,,1949000,0.01,0.22,0.22,94521.93995,0.01,ENSP00000380734_ENSG00000171262_ENST00000397609;ENSP00000453166_ENSG00000171262_ENST00000491535,433,NaN
ENSP00000359991,ENSG00000171314,ENST00000334828,,1169100000,1.46,15.79,35.30,59834645.67,0.65,ENSP00000359991_ENSG00000171314_ENST00000334828,254,NaN
ENSP00000361465,ENSG00000171453,ENST00000372389,,598190,0.00,0.08,0.08,29390.17341,0.00,ENSP00000361465_ENSG00000171453_ENST00000372389;ENSP00000307212_ENSG00000171453_ENST00000304004,346,NaN
ENSP00000460871,ENSG00000171490,ENST00000571133,,8179900,0.05,0.66,1.08,367265.3061,0.03,ENSP00000460871_ENSG00000171490_ENST00000571133;ENSP00000347897_ENSG00000171490_ENST00000355674;ENSP00000442089_ENSG00000171490_ENST00000542106,490,NaN
ENSP00000303754,ENSG00000171497,ENST00000307720,,148690,0.00,0.05,0.05,10046.75676,0.00,ENSP00000303754_ENSG00000171497_ENST00000307720,370,370
ENSP00000429083,ENSG00000171530,ENST00000517679,,104740000,0.43,4.30,7.57,6161260.504,0.24,ENSP00000429083_ENSG00000171530_ENST00000517679;ENSP00000369736_ENSG00000171530_ENST00000380377;ENSP00000429313_ENSG00000171530_ENST00000522370;ENSP00000429793_ENSG00000171530_ENST00000518338;ENSP00000306362_ENSG00000171530_ENST00000306388,119,NaN
ENSP00000302564,ENSG00000171552,ENST00000307677,,1424900,0.01,0.37,0.37,55038.62661,0.01,ENSP00000302564_ENSG00000171552_ENST00000307677;ENSP00000365230_ENSG00000171552_ENST00000376062;ENSP00000405563_ENSG00000171552_ENST00000420653;ENSP00000365223_ENSG00000171552_ENST00000376055;ENSP00000406203_ENSG00000171552_ENST00000450273;ENSP00000390760_ENSG00000171552_ENST00000420488;ENSP00000395545_ENSG00000171552_ENST00000456404;ENSP00000411252_ENSG00000171552_ENST00000422920;ENSP00000389688_ENSG00000171552_ENST00000439267;ENSP00000401173_ENSG00000171552_ENST00000434194,233,NaN
ENSP00000377483,ENSG00000171566,ENST00000393905,,1472300,0.01,0.17,0.34,85931.90661,0.01,ENSP00000377483_ENSG00000171566_ENST00000393905;ENSP00000424417_ENSG00000171566_ENST00000499023;ENSP00000303191_ENSG00000171566_ENST00000302078;ENSP00000423454_ENSG00000171566_ENST00000504341,514,NaN
ENSP00000438404,ENSG00000171723,ENST00000543237,,3896000,0.01,0.17,0.30,199283.8875,0.01,ENSP00000438404_ENSG00000171723_ENST00000543237;ENSP00000417901_ENSG00000171723_ENST00000478722;ENSP00000312771_ENSG00000171723_ENST00000315266;ENSP00000303019_ENSG00000171723_ENST00000305960;ENSP00000452220_ENSG00000171723_ENST00000459628;ENSP00000450706_ENSG00000171723_ENST00000555456,782,NaN
ENSP00000379895,ENSG00000171766,ENST00000396659,,2956100,0.02,0.35,0.53,188690.3073,0.01,ENSP00000379895_ENSG00000171766_ENST00000396659;ENSP00000454008_ENSG00000171766_ENST00000558336;ENSP00000453781_ENSG00000171766_ENST00000558163,423,NaN
ENSP00000329623,ENSG00000171791,ENST00000333681,,2191000,0.01,0.19,0.38,91673.64017,0.00,ENSP00000329623_ENSG00000171791_ENST00000333681;ENSP00000381185_ENSG00000171791_ENST00000398117;ENSP00000404214_ENSG00000171791_ENST00000444484;ENSP00000466417_ENSG00000171791_ENST00000589955,239,NaN
ENSP00000361699,ENSG00000171793,ENST00000372616,,4312500,0.02,0.30,0.56,218900.1692,0.01,ENSP00000361699_ENSG00000171793_ENST00000372616;ENSP00000361704_ENSG00000171793_ENST00000372621;ENSP00000443098_ENSG00000171793_ENST00000543104,591,NaN
ENSP00000324318,ENSG00000171853,ENST00000324266,,292730,0.00,0.09,0.09,12346.66667,0.00,ENSP00000324318_ENSG00000171853_ENST00000324266;ENSP00000371544_ENSG00000171853_ENST00000382110;ENSP00000405626_ENSG00000171853_ENST00000411973,735,NaN
ENSP00000345957,ENSG00000171858,ENST00000343986,,122010000,0.81,7.13,16.46,7350240.964,0.35,ENSP00000345957_ENSG00000171858_ENST00000343986;ENSP00000388332_ENSG00000171858_ENST00000450116;ENSP00000359624_ENSG00000171858_ENST00000370592,83,NaN
ENSP00000339095,ENSG00000171863,ENST00000304921,,238890000,0.43,4.80,9.95,12313917.53,0.21,ENSP00000339095_ENSG00000171863_ENST00000304921;ENSP00000385018_ENSG00000171863_ENST00000403564;ENSP00000385286_ENSG00000171863_ENST00000406376;ENSP00000385729_ENSG00000171863_ENST00000407445,194,NaN
ENSP00000329932,ENSG00000171916,ENST00000328114,,9682.9,0.00,0.12,0.12,435.1966292,0.00,ENSP00000329932_ENSG00000171916_ENST00000328114;ENSP00000388841_ENSG00000170298_ENST00000423676;ENSP00000315564_ENSG00000170298_ENST00000324290;ENSP00000378856_ENSG00000168961_ENST00000395473;ENSP00000306228_ENSG00000168961_ENST00000302228;ENSP00000462708_ENSG00000171916_ENST00000583322;ENSP00000312259_ENSG00000168961_ENST00000310394;ENSP00000318214_ENSG00000168961_ENST00000313648;ENSP00000464108_ENSG00000171916_ENST00000581545;ENSP00000462760_ENSG00000171916_ENST00000584941;ENSP00000462359_ENSG00000168961_ENST00000577392;ENSP00000464682_ENSG00000171916_ENST00000582333,356,NaN
ENSP00000304133,ENSG00000171951,ENST00000305409,,88405,0.00,0.03,0.03,5444.732577,0.00,ENSP00000304133_ENSG00000171951_ENST00000305409,617,617
ENSP00000304467,ENSG00000172009,ENST00000307741,,1206300,0.01,0.18,0.36,63029.02758,0.01,ENSP00000304467_ENSG00000172009_ENST00000307741;ENSP00000467226_ENSG00000172009_ENST00000586677;ENSP00000465855_ENSG00000172009_ENST00000590970;ENSP00000378638_ENSG00000172009_ENST00000395212,689,NaN
ENSP00000307567,ENSG00000172053,ENST00000306125,,12332000,0.03,0.46,0.78,716077.4194,0.02,ENSP00000307567_ENSG00000172053_ENST00000306125;ENSP00000390015_ENSG00000172053_ENST00000414533;ENSP00000396326_ENSG00000172053_ENST00000453392,775,NaN
ENSP00000349575,ENSG00000172081,ENST00000357066,,169030,0.01,0.30,0.45,9347.465438,0.01,ENSP00000349575_ENSG00000172081_ENST00000357066;ENSP00000466249_ENSG00000172081_ENST00000592280;ENSP00000468628_ENSG00000172081_ENST00000591638;ENSP00000466199_ENSG00000172081_ENST00000591326;ENSP00000465662_ENSG00000172081_ENST00000591236;ENSP00000467581_ENSG00000172081_ENST00000589902,217,NaN
ENSP00000307786,ENSG00000172115,ENST00000305786,,30542000,0.20,1.69,2.95,1745238.095,0.11,ENSP00000307786_ENSG00000172115_ENST00000305786;ENSP00000386270_ENSG00000172115_ENST00000409409;ENSP00000387279_ENSG00000172115_ENST00000409764;ENSP00000416479_ENSG00000172115_ENST00000413447,105,NaN
ENSP00000306548,ENSG00000172172,ENST00000306185,,9300900,0.04,0.52,0.61,679269.6629,0.03,ENSP00000306548_ENSG00000172172_ENST00000306185;ENSP00000430545_ENSG00000172172_ENST00000518918,178,NaN
ENSP00000339622,ENSG00000172239,ENST00000338972,,4673500,0.03,0.55,0.92,152811.9891,0.02,ENSP00000339622_ENSG00000172239_ENST00000338972;ENSP00000425675_ENSG00000172239_ENST00000511321;ENSP00000425736_ENSG00000172239_ENST00000508537;ENSP00000425406_ENSG00000172239_ENST00000515338,367,NaN
ENSP00000343809,ENSG00000172270,ENST00000353555,,8462200,0.07,1.05,1.72,408959.1078,0.04,ENSP00000343809_ENSG00000172270_ENST00000353555;ENSP00000333769_ENSG00000172270_ENST00000333511;ENSP00000344707_ENSG00000172270_ENST00000346916;ENSP00000473664_ENSG00000172270_ENST00000545507;ENSP00000458665_ENSG00000172270_ENST00000573216;ENSP00000473393_ENSG00000172270_ENST00000573784,269,NaN
ENSP00000307432,ENSG00000172340,ENST00000307227,,4217400,0.03,0.33,0.50,273356.4815,0.02,ENSP00000307432_ENSG00000172340_ENST00000307227;ENSP00000419325_ENSG00000172340_ENST00000493112;ENSP00000417589_ENSG00000172340_ENST00000492795;ENSP00000417260_ENSG00000172340_ENST00000460567,432,NaN
ENSP00000302935,ENSG00000172349,ENST00000302987,,5073700,0.02,0.36,0.56,262822.8228,0.01,ENSP00000302935_ENSG00000172349_ENST00000302987;ENSP00000378155_ENSG00000172349_ENST00000394660;ENSP00000458125_ENSG00000172349_ENST00000559388;ENSP00000378147_ENSG00000172349_ENST00000394652;ENSP00000453214_ENSG00000172349_ENST00000558332,1332,NaN
ENSP00000305260,ENSG00000172354,ENST00000303210,,86883000,0.13,3.23,6.77,3322058.824,0.06,ENSP00000305260_ENSG00000172354_ENST00000303210;ENSP00000377501_ENSG00000172354_ENST00000393924;ENSP00000377503_ENSG00000172354_ENST00000393926;ENSP00000399904_ENSG00000172354_ENST00000451587;ENSP00000390077_ENSG00000172354_ENST00000431068;ENSP00000413219_ENSG00000172354_ENST00000412215,340,NaN
ENSP00000326031,ENSG00000172531,ENST00000312989,,28255000,0.09,1.41,2.49,1491495.601,0.05,ENSP00000326031_ENSG00000172531_ENST00000312989;ENSP00000365936_ENSG00000172531_ENST00000376745;ENSP00000350974_ENSG00000172531_ENST00000358239;ENSP00000447122_ENSG00000186298_ENST00000546933;ENSP00000296122_ENSG00000213639_ENST00000296122;ENSP00000351298_ENSG00000213639_ENST00000358506;ENSP00000378769_ENSG00000213639_ENST00000395366;ENSP00000431146_ENSG00000172531_ENST00000527663;ENSP00000390715_ENSG00000213639_ENST00000455580,341,NaN
ENSP00000309555,ENSG00000172534,ENST00000310441,,4052700,0.01,0.18,0.29,149361.1794,0.00,ENSP00000309555_ENSG00000172534_ENST00000310441;ENSP00000470486_ENSG00000268768_ENST00000596798;ENSP00000346174_ENSG00000172534_ENST00000354233;ENSP00000470791_ENSG00000268768_ENST00000599201;ENSP00000399589_ENSG00000172534_ENST00000444191;ENSP00000472054_ENSG00000268768_ENST00000594343;ENSP00000359001_ENSG00000172534_ENST00000369984;ENSP00000472568_ENSG00000268768_ENST00000597506,2035,NaN
ENSP00000466950,ENSG00000172660,ENST00000588240,,61258000,0.11,1.66,5.04,3207770.27,0.04,ENSP00000466950_ENSG00000172660_ENST00000588240;ENSP00000474096_ENSG00000270647_ENST00000605844;ENSP00000309558_ENSG00000172660_ENST00000311979;ENSP00000474609_ENSG00000270647_ENST00000604841;ENSP00000467528_ENSG00000172660_ENST00000592237;ENSP00000474522_ENSG00000270647_ENST00000603777;ENSP00000465541_ENSG00000172660_ENST00000585577;ENSP00000475147_ENSG00000270647_ENST00000604694,592,NaN
ENSP00000363482,ENSG00000172661,ENST00000374362,,46023,0.00,0.02,0.02,2196.515152,0.00,ENSP00000363482_ENSG00000172661_ENST00000374362;ENSP00000464578_ENSG00000265551_ENST00000578828;ENSP00000337541_ENSG00000172661_ENST00000336378;ENSP00000461926_ENSG00000265551_ENST00000579270;ENSP00000439811_ENSG00000172661_ENST00000540872;ENSP00000462907_ENSG00000265551_ENST00000584292;ENSP00000352922_ENSG00000172661_ENST00000359860;ENSP00000440306_ENSG00000265551_ENST00000543972;ENSP00000442128_ENSG00000172661_ENST00000537517;ENSP00000462756_ENSG00000265551_ENST00000583993;ENSP00000309786_ENSG00000174196_ENST00000311663,1320,NaN
ENSP00000340211,ENSG00000172725,ENST00000341356,,5923900,0.03,0.72,1.13,242290.3885,0.02,ENSP00000340211_ENSG00000172725_ENST00000341356;ENSP00000377471_ENSG00000172725_ENST00000393893,489,NaN
ENSP00000431696,ENSG00000172757,ENST00000534769,,688490000,1.22,9.45,24.15,43874509.8,0.48,ENSP00000431696_ENSG00000172757_ENST00000534769;ENSP00000309629_ENSG00000172757_ENST00000308162;ENSP00000432660_ENSG00000172757_ENST00000525451;ENSP00000436431_ENSG00000172757_ENST00000532134;ENSP00000432155_ENSG00000172757_ENST00000527344;ENSP00000432226_ENSG00000172757_ENST00000524553;ENSP00000433131_ENSG00000172757_ENST00000531413;ENSP00000433910_ENSG00000172757_ENST00000531407;ENSP00000432153_ENSG00000172757_ENST00000526975,204,NaN
ENSP00000335808,ENSG00000172775,ENST00000309137,,85065,0.01,0.10,0.19,4353.543307,0.00,ENSP00000335808_ENSG00000172775_ENST00000309137;ENSP00000374098_ENSG00000172775_ENST00000389447;ENSP00000456211_ENSG00000172775_ENST00000564108;ENSP00000457740_ENSG00000172775_ENST00000569266;ENSP00000457850_ENSG00000172775_ENST00000567439;ENSP00000454596_ENSG00000172775_ENST00000562324;ENSP00000457695_ENSG00000172775_ENST00000567044;ENSP00000455170_ENSG00000172775_ENST00000565458;ENSP00000456931_ENSG00000172775_ENST00000562406;ENSP00000457269_ENSG00000172775_ENST00000566584;ENSP00000457185_ENSG00000172775_ENST00000568671;ENSP00000455890_ENSG00000172775_ENST00000565760;ENSP00000456673_ENSG00000172775_ENST00000566481;ENSP00000455082_ENSG00000172775_ENST00000566403;ENSP00000454649_ENSG00000172775_ENST00000570184,254,NaN
