GO_TERM	FULL_NAME
GO:0072528	pyrimidine-containing compound biosynthetic process
GO:0072529	pyrimidine-containing compound catabolic process
GO:0072530	purine-containing compound transmembrane transport
GO:0072531	pyrimidine-containing compound transmembrane transport
GO:0072536	interleukin-23 receptor complex
GO:0072537	fibroblast activation
GO:0072538	T-helper 17 type immune response
GO:0072539	T-helper 17 cell differentiation
GO:0072540	T-helper 17 cell lineage commitment
GO:0072541	peroxynitrite reductase activity
GO:0072542	protein phosphatase activator activity
GO:0072545	tyrosine binding
GO:0072546	ER membrane protein complex
GO:0072553	terminal button organization
GO:0072554	blood vessel lumenization
GO:0072556	other organism presynaptic membrane
GO:0072557	IPAF inflammasome complex
GO:0072558	NLRP1 inflammasome complex
GO:0072559	NLRP3 inflammasome complex
GO:0072560	type B pancreatic cell maturation
GO:0072562	blood microparticle
GO:0072563	endothelial microparticle
GO:0072567	chemokine (C-X-C motif) ligand 2 production
GO:0072572	poly-ADP-D-ribose binding
GO:0072573	tolerance induction to lipopolysaccharide
GO:0072574	hepatocyte proliferation
GO:0072575	epithelial cell proliferation involved in liver morphogenesis
GO:0072576	liver morphogenesis
GO:0072577	endothelial cell apoptotic process
GO:0072583	clathrin-mediated endocytosis
GO:0072584	caveolin-mediated endocytosis
GO:0072588	box H/ACA RNP complex
GO:0072590	N-acetyl-L-aspartate-L-glutamate ligase activity
GO:0072591	citrate-L-glutamate ligase activity
GO:0072593	reactive oxygen species metabolic process
GO:0072594	establishment of protein localization to organelle
GO:0072595	maintenance of protein localization in organelle
GO:0072599	establishment of protein localization to endoplasmic reticulum
GO:0072600	establishment of protein localization to Golgi
GO:0072602	interleukin-4 secretion
GO:0072604	interleukin-6 secretion
GO:0072606	interleukin-8 secretion
GO:0072608	interleukin-10 secretion
GO:0072610	interleukin-12 secretion
GO:0072641	type I interferon secretion
GO:0072643	interferon-gamma secretion
GO:0072655	establishment of protein localization to mitochondrion
GO:0072657	protein localization to membrane
GO:0072659	protein localization to plasma membrane
GO:0072661	protein targeting to plasma membrane
GO:0072662	protein localization to peroxisome
GO:0072663	establishment of protein localization to peroxisome
GO:0072665	protein localization to vacuole
GO:0072666	establishment of protein localization to vacuole
GO:0072668	tubulin complex biogenesis
GO:0072669	tRNA-splicing ligase complex
GO:0072672	neutrophil extravasation
GO:0072673	lamellipodium morphogenesis
GO:0072676	lymphocyte migration
GO:0072677	eosinophil migration
GO:0072678	T cell migration
GO:0072679	thymocyte migration
GO:0072684	mitochondrial tRNA 3'-trailer cleavage, endonucleolytic
GO:0072686	mitotic spindle
GO:0072695	regulation of DNA recombination at telomere
GO:0072698	protein localization to microtubule cytoskeleton
GO:0072706	response to sodium dodecyl sulfate
GO:0072707	cellular response to sodium dodecyl sulfate
GO:0072710	response to hydroxyurea
GO:0072711	cellular response to hydroxyurea
GO:0072757	cellular response to camptothecin
GO:0075136	response to host
GO:0075519	microtubule-dependent intracellular transport of viral material
GO:0075521	microtubule-dependent intracellular transport of viral material to nucleus
GO:0075528	modulation by virus of host immune response
GO:0075606	transport of viral material to nucleus
GO:0075713	establishment of integrated proviral latency
GO:0075732	viral penetration into host nucleus
GO:0075733	intracellular transport of viral material
GO:0080008	Cul4-RING ubiquitin ligase complex
GO:0080009	mRNA methylation
GO:0080019	fatty-acyl-CoA reductase (alcohol-forming) activity
GO:0080025	phosphatidylinositol-3,5-bisphosphate binding
GO:0080048	GDP-D-glucose phosphorylase activity
GO:0080084	5S rDNA binding
GO:0080090	regulation of primary metabolic process
GO:0080101	phosphatidyl-N-dimethylethanolamine N-methyltransferase activity
GO:0080111	DNA demethylation
GO:0080120	CAAX-box protein maturation
GO:0080121	AMP transport
GO:0080122	AMP transmembrane transporter activity
GO:0080130	L-phenylalanine:2-oxoglutarate aminotransferase activity
GO:0080134	regulation of response to stress
GO:0080135	regulation of cellular response to stress
GO:0080144	amino acid homeostasis
GO:0080146	L-cysteine desulfhydrase activity
GO:0080154	regulation of fertilization
GO:0080164	regulation of nitric oxide metabolic process
GO:0080182	histone H3-K4 trimethylation
GO:0080184	response to phenylpropanoid
GO:0085020	protein K6-linked ubiquitination
GO:0085029	extracellular matrix assembly
GO:0085032	modulation by symbiont of host I-kappaB kinase/NF-kappaB cascade
GO:0086001	regulation of cardiac muscle cell action potential
GO:0086002	regulation of cardiac muscle cell action potential involved in contraction
GO:0086003	cardiac muscle cell contraction
GO:0086004	regulation of cardiac muscle cell contraction
GO:0086005	regulation of ventricular cardiac muscle cell action potential
GO:0086007	voltage-gated calcium channel activity involved in regulation of cardiac muscle cell action potential
GO:0086009	membrane repolarization
GO:0086010	membrane depolarization involved in regulation of action potential
GO:0086011	membrane repolarization involved in regulation of action potential
GO:0086012	membrane depolarization involved in regulation of cardiac muscle cell action potential
GO:0086013	membrane repolarization involved in regulation of cardiac muscle cell action potential
GO:0086014	regulation of atrial cardiac muscle cell action potential
GO:0086015	regulation of SA node cell action potential
GO:0086018	SA node cell to atrial cardiac muscle cell signalling
GO:0086019	cell-cell signaling involved in cardiac conduction
GO:0086026	atrial cardiac muscle cell to AV node cell signaling
GO:0086036	regulation of cardiac muscle cell membrane potential
GO:0086039	calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential
GO:0086046	membrane depolarization involved in regulation of SA node cell action potential
GO:0086052	membrane repolarization involved in regulation of SA node cell action potential
GO:0086059	voltage-gated calcium channel activity involved in regulation of SA node cell action potential
GO:0086064	cell communication by electrical coupling involved in cardiac conduction
GO:0086065	cell communication involved in cardiac conduction
GO:0086066	atrial cardiac muscle cell to AV node cell communication
GO:0086069	bundle of His cell to Purkinje myocyte communication
GO:0086070	SA node cell to atrial cardiac muscle cell communication
GO:0086091	regulation of heart rate by cardiac conduction
GO:0090002	establishment of protein localization to plasma membrane
GO:0090003	regulation of establishment of protein localization to plasma membrane
GO:0090004	positive regulation of establishment of protein localization to plasma membrane
GO:0090005	negative regulation of establishment of protein localization to plasma membrane
GO:0090009	primitive streak formation
GO:0090022	regulation of neutrophil chemotaxis
GO:0090023	positive regulation of neutrophil chemotaxis
GO:0090025	regulation of monocyte chemotaxis
GO:0090026	positive regulation of monocyte chemotaxis
GO:0090030	regulation of steroid hormone biosynthetic process
GO:0090031	positive regulation of steroid hormone biosynthetic process
GO:0090032	negative regulation of steroid hormone biosynthetic process
GO:0090034	regulation of chaperone-mediated protein complex assembly
GO:0090035	positive regulation of chaperone-mediated protein complex assembly
GO:0090036	regulation of protein kinase C signaling cascade
GO:0090037	positive regulation of protein kinase C signaling cascade
GO:0090038	negative regulation of protein kinase C signaling cascade
GO:0090042	tubulin deacetylation
GO:0090043	regulation of tubulin deacetylation
GO:0090044	positive regulation of tubulin deacetylation
GO:0090045	positive regulation of deacetylase activity
GO:0090049	regulation of cell migration involved in sprouting angiogenesis
GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis
GO:0090051	negative regulation of cell migration involved in sprouting angiogenesis
GO:0090066	regulation of anatomical structure size
GO:0090068	positive regulation of cell cycle process
GO:0090069	regulation of ribosome biogenesis
GO:0090071	negative regulation of ribosome biogenesis
GO:0090073	positive regulation of protein homodimerization activity
GO:0090074	negative regulation of protein homodimerization activity
GO:0090075	relaxation of muscle
GO:0090077	foam cell differentiation
GO:0090079	translation regulator activity, nucleic acid binding
GO:0090080	positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway
GO:0090083	regulation of inclusion body assembly
GO:0090084	negative regulation of inclusion body assembly
GO:0090085	regulation of protein deubiquitination
GO:0090086	negative regulation of protein deubiquitination
GO:0090087	regulation of peptide transport
GO:0090088	regulation of oligopeptide transport
GO:0090089	regulation of dipeptide transport
GO:0090090	negative regulation of canonical Wnt receptor signaling pathway
GO:0090091	positive regulation of extracellular matrix disassembly
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0090094	metanephric cap mesenchymal cell proliferation involved in metanephros development
GO:0090095	regulation of metanephric cap mesenchymal cell proliferation
GO:0090096	positive regulation of metanephric cap mesenchymal cell proliferation
GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0090102	cochlea development
GO:0090103	cochlea morphogenesis
GO:0090107	regulation of high-density lipoprotein particle assembly
GO:0090108	positive regulation of high-density lipoprotein particle assembly
GO:0090109	regulation of cell-substrate junction assembly
GO:0090110	cargo loading into COPII-coated vesicle
GO:0090114	COPII-coated vesicle budding
GO:0090116	C-5 methylation of cytosine
GO:0090118	receptor-mediated endocytosis of low-density lipoprotein particle involved in cholesterol transport
GO:0090128	regulation of synapse maturation
GO:0090129	positive regulation of synapse maturation
GO:0090130	tissue migration
GO:0090132	epithelium migration
GO:0090135	actin filament branching
GO:0090136	epithelial cell-cell adhesion
GO:0090140	regulation of mitochondrial fission
GO:0090141	positive regulation of mitochondrial fission
GO:0090148	membrane fission
GO:0090149	membrane fission involved in mitochondrial fission
GO:0090150	establishment of protein localization to membrane
GO:0090151	establishment of protein localization to mitochondrial membrane
GO:0090153	regulation of sphingolipid biosynthetic process
GO:0090154	positive regulation of sphingolipid biosynthetic process
GO:0090155	negative regulation of sphingolipid biosynthetic process
GO:0090161	Golgi ribbon formation
GO:0090162	establishment of epithelial cell polarity
GO:0090166	Golgi disassembly
GO:0090168	Golgi reassembly
GO:0090169	regulation of spindle assembly
GO:0090170	regulation of Golgi inheritance
GO:0090174	organelle membrane fusion
GO:0090175	regulation of establishment of planar polarity
GO:0090177	establishment of planar polarity involved in neural tube closure
GO:0090178	regulation of establishment of planar polarity involved in neural tube closure
GO:0090179	planar cell polarity pathway involved in neural tube closure
GO:0090181	regulation of cholesterol metabolic process
GO:0090182	regulation of secretion of lysosomal enzymes
GO:0090183	regulation of kidney development
GO:0090184	positive regulation of kidney development
GO:0090185	negative regulation of kidney development
GO:0090186	regulation of pancreatic juice secretion
GO:0090187	positive regulation of pancreatic juice secretion
GO:0090188	negative regulation of pancreatic juice secretion
GO:0090189	regulation of branching involved in ureteric bud morphogenesis
GO:0090190	positive regulation of branching involved in ureteric bud morphogenesis
GO:0090195	chemokine secretion
GO:0090196	regulation of chemokine secretion
GO:0090197	positive regulation of chemokine secretion
GO:0090199	regulation of release of cytochrome c from mitochondria
GO:0090200	positive regulation of release of cytochrome c from mitochondria
GO:0090201	negative regulation of release of cytochrome c from mitochondria
GO:0090202	gene looping
GO:0090204	protein localization to nuclear pore
GO:0090205	positive regulation of cholesterol metabolic process
GO:0090206	negative regulation of cholesterol metabolic process
GO:0090207	regulation of triglyceride metabolic process
GO:0090208	positive regulation of triglyceride metabolic process
GO:0090209	negative regulation of triglyceride metabolic process
GO:0090218	positive regulation of lipid kinase activity
GO:0090219	negative regulation of lipid kinase activity
GO:0090222	centrosome-templated microtubule nucleation
GO:0090224	regulation of spindle organization
GO:0090230	regulation of centromere complex assembly
GO:0090231	regulation of spindle checkpoint
GO:0090232	positive regulation of spindle checkpoint
GO:0090234	regulation of kinetochore assembly
GO:0090235	regulation of metaphase plate congression
GO:0090237	regulation of arachidonic acid secretion
GO:0090238	positive regulation of arachidonic acid secretion
GO:0090239	regulation of histone H4 acetylation
GO:0090240	positive regulation of histone H4 acetylation
GO:0090241	negative regulation of histone H4 acetylation
GO:0090244	Wnt receptor signaling pathway involved in somitogenesis
GO:0090245	axis elongation involved in somitogenesis
GO:0090257	regulation of muscle system process
GO:0090259	regulation of retinal ganglion cell axon guidance
GO:0090263	positive regulation of canonical Wnt receptor signaling pathway
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint
GO:0090267	positive regulation of mitotic cell cycle spindle assembly checkpoint
GO:0090269	fibroblast growth factor production
GO:0090270	regulation of fibroblast growth factor production
GO:0090272	negative regulation of fibroblast growth factor production
GO:0090273	regulation of somatostatin secretion
GO:0090276	regulation of peptide hormone secretion
GO:0090277	positive regulation of peptide hormone secretion
GO:0090278	negative regulation of peptide hormone secretion
GO:0090279	regulation of calcium ion import
GO:0090280	positive regulation of calcium ion import
GO:0090281	negative regulation of calcium ion import
GO:0090283	regulation of protein glycosylation in Golgi
GO:0090284	positive regulation of protein glycosylation in Golgi
GO:0090285	negative regulation of protein glycosylation in Golgi
GO:0090286	cytoskeletal anchoring at nuclear membrane
GO:0090287	regulation of cellular response to growth factor stimulus
GO:0090288	negative regulation of cellular response to growth factor stimulus
GO:0090289	regulation of osteoclast proliferation
GO:0090291	negative regulation of osteoclast proliferation
GO:0090292	nuclear matrix anchoring at nuclear membrane
GO:0090296	regulation of mitochondrial DNA replication
GO:0090297	positive regulation of mitochondrial DNA replication
GO:0090303	positive regulation of wound healing
GO:0090304	nucleic acid metabolic process
GO:0090305	nucleic acid phosphodiester bond hydrolysis
GO:0090306	spindle assembly involved in meiosis
GO:0090307	spindle assembly involved in mitosis
GO:0090308	regulation of methylation-dependent chromatin silencing
GO:0090310	negative regulation of methylation-dependent chromatin silencing
GO:0090311	regulation of protein deacetylation
GO:0090312	positive regulation of protein deacetylation
GO:0090313	regulation of protein targeting to membrane
GO:0090314	positive regulation of protein targeting to membrane
GO:0090315	negative regulation of protein targeting to membrane
GO:0090316	positive regulation of intracellular protein transport
GO:0090317	negative regulation of intracellular protein transport
GO:0090322	regulation of superoxide metabolic process
GO:0090323	prostaglandin secretion involved in immune response
GO:0090324	negative regulation of oxidative phosphorylation
GO:0090325	regulation of locomotion involved in locomotory behavior
GO:0090327	negative regulation of locomotion involved in locomotory behavior
GO:0090329	regulation of DNA-dependent DNA replication
GO:0090330	regulation of platelet aggregation
GO:0090331	negative regulation of platelet aggregation
GO:0090340	positive regulation of secretion of lysosomal enzymes
GO:0090341	negative regulation of secretion of lysosomal enzymes
GO:0090342	regulation of cell aging
GO:0090343	positive regulation of cell aging
GO:0090344	negative regulation of cell aging
GO:0090345	cellular organohalogen metabolic process
GO:0090346	cellular organofluorine metabolic process
GO:0090370	negative regulation of cholesterol efflux
GO:0090381	regulation of heart induction
GO:0090382	phagosome maturation
GO:0090383	phagosome acidification
GO:0090385	phagosome-lysosome fusion
GO:0090394	negative regulation of excitatory postsynaptic membrane potential
GO:0090398	cellular senescence
GO:0090399	replicative senescence
GO:0090400	stress-induced premature senescence
GO:0090402	oncogene-induced cell senescence
GO:0090403	oxidative stress-induced premature senescence
GO:0090407	organophosphate biosynthetic process
GO:0090409	malonyl-CoA synthetase activity
GO:0090410	malonate catabolic process
GO:0090450	inosine-diphosphatase activity
GO:0090481	pyrimidine nucleotide-sugar transmembrane transport
GO:0090482	vitamin transmembrane transporter activity
GO:0090484	drug transporter activity
GO:0090493	catecholamine uptake
GO:0090494	dopamine uptake
GO:0090500	endocardial cushion to mesenchymal transition
GO:0090501	RNA phosphodiester bond hydrolysis
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:0090504	epiboly
GO:0090505	epiboly involved in wound healing
GO:0090527	actin filament reorganization
GO:0090529	cell septum assembly
GO:0090533	cation-transporting ATPase complex
GO:0090541	MIT domain binding
GO:0090543	Flemming body
GO:0090544	BAF-type complex
GO:0090545	CHD-type complex
GO:0097001	ceramide binding
GO:0097006	regulation of plasma lipoprotein particle levels
GO:0097009	energy homeostasis
GO:0097014	cilium cytoplasm
GO:0097016	L27 domain binding
GO:0097021	lymphocyte migration into lymphoid organs
GO:0097022	lymphocyte migration into lymph node
GO:0097025	MPP7-DLG1-LIN7 complex
GO:0097026	dendritic cell dendrite assembly
GO:0097028	dendritic cell differentiation
GO:0097029	mature dendritic cell differentiation
GO:0097031	mitochondrial respiratory chain complex I biogenesis
GO:0097032	mitochondrial respiratory chain complex II biogenesis
GO:0097033	mitochondrial respiratory chain complex III biogenesis
GO:0097034	mitochondrial respiratory chain complex IV biogenesis
GO:0097035	regulation of membrane lipid distribution
GO:0097037	heme export
GO:0097038	perinuclear endoplasmic reticulum
GO:0097039	protein linear polyubiquitination
GO:0097045	phosphatidylserine exposure on blood platelet
GO:0097048	dendritic cell apoptotic process
GO:0097050	type B pancreatic cell apoptotic process
GO:0097051	establishment of protein localization to endoplasmic reticulum membrane
GO:0097052	L-kynurenine metabolic process
GO:0097053	L-kynurenine catabolic process
GO:0097055	agmatine biosynthetic process
GO:0097056	selenocysteinyl-tRNA(Sec) biosynthetic process
GO:0097057	TRAF2-GSTP1 complex
GO:0097060	synaptic membrane
GO:0097061	dendritic spine organization
GO:0097062	dendritic spine maintenance
GO:0097065	anterior head development
GO:0097066	response to thyroid hormone stimulus
GO:0097067	cellular response to thyroid hormone stimulus
GO:0097068	response to thyroxine stimulus
GO:0097084	vascular smooth muscle cell development
GO:0097086	amniotic stem cell differentiation
GO:0097089	methyl-branched fatty acid metabolic process
GO:0097090	presynaptic membrane organization
GO:0097091	synaptic vesicle clustering
GO:0097094	craniofacial suture morphogenesis
GO:0097100	supercoiled DNA binding
GO:0097101	blood vessel endothelial cell fate specification
GO:0097105	presynaptic membrane assembly
GO:0097106	postsynaptic density organization
GO:0097107	postsynaptic density assembly
GO:0097108	hedgehog family protein binding
GO:0097110	scaffold protein binding
GO:0097111	endoplasmic reticulum-Golgi intermediate compartment organization
GO:0097136	Bcl-2 family protein complex
GO:0097140	BIM-BCL-xl complex
GO:0097141	BIM-BCL-2 complex
GO:0097149	centralspindlin complex
GO:0097150	neuronal stem cell maintenance
GO:0097152	mesenchymal cell apoptotic process
GO:0097157	pre-mRNA intronic binding
GO:0097159	organic cyclic compound binding
GO:0097169	AIM2 inflammasome complex
GO:0097177	mitochondrial ribosome binding
GO:0097178	ruffle assembly
GO:0097186	amelogenesis
GO:0097190	apoptotic signaling pathway
GO:0097191	extrinsic apoptotic signaling pathway
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand
GO:0097193	intrinsic apoptotic signaling pathway
GO:0097194	execution phase of apoptosis
GO:0097195	pilomotor reflex
GO:0097196	Shu complex
GO:0097197	tetraspanin-enriched microdomain
GO:0097198	histone H3-K36 trimethylation
GO:0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress
GO:0097202	activation of cysteine-type endopeptidase activity
GO:0097205	renal filtration
GO:0097208	alveolar lamellar body
GO:0097222	mitochondrial mRNA polyadenylation
GO:0097223	sperm part
GO:0097225	sperm midpiece
GO:0097226	sperm mitochondrial sheath
GO:0097232	lamellar body membrane
GO:0097233	alveolar lamellar body membrane
GO:0097237	cellular response to toxic substance
GO:0097242	beta-amyloid clearance
GO:0097252	oligodendrocyte apoptotic process
GO:0097264	self proteolysis
GO:0097267	omega-hydroxylase P450 pathway
GO:0097283	keratinocyte apoptotic process
GO:0097284	hepatocyte apoptotic process
GO:0097285	cell-type specific apoptotic process
GO:0097286	iron ion import
GO:0097291	renal phosphate ion absorption
GO:0097296	activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
GO:0097300	programmed necrotic cell death
GO:0097305	response to alcohol
GO:0097306	cellular response to alcohol
GO:0097309	cap1 mRNA methylation
GO:0097310	cap2 mRNA methylation
GO:0097320	membrane tubulation
GO:0097338	response to clozapine
GO:0097345	mitochondrial outer membrane permeabilization
GO:0097346	INO80-type complex
GO:0097350	neutrophil clearance
GO:0097352	autophagic vacuole maturation
GO:0097354	prenylation
GO:0097359	UDP-glucosylation
GO:0097361	CIA complex
GO:0097362	MCM8-MCM9 complex
GO:0097367	carbohydrate derivative binding
GO:0097368	establishment of Sertoli cell barrier
GO:0097371	MDM2/MDM4 family protein binding
GO:0097372	NAD-dependent histone deacetylase activity (H3-K18 specific)
GO:0097381	photoreceptor disc membrane
GO:0097382	deoxynucleoside-diphosphatase activity
GO:0097383	dIDP diphosphatase activity
GO:0097384	cellular lipid biosynthetic process
GO:0097411	hypoxia-inducible factor-1alpha signaling pathway
GO:0097425	smooth endoplasmic reticulum part
GO:0097431	mitotic spindle pole
GO:0097435	fibril organization
GO:0097440	apical dendrite
GO:0097458	neuron part
GO:0097459	iron ion import into cell
GO:0097468	programmed cell death in response to reactive oxygen species
GO:0097472	cyclin-dependent protein kinase activity
GO:0097479	synaptic vesicle localization
GO:0097480	establishment of synaptic vesicle localization
GO:0097481	neuronal postsynaptic density
GO:0097485	neuron projection guidance
GO:0097493	structural molecule activity conferring elasticity
GO:0097501	stress response to metal ion
GO:0097502	mannosylation
GO:0097503	sialylation
GO:0097504	Gemini of coiled bodies
GO:0097506	deaminated base DNA N-glycosylase activity
GO:0098501	polynucleotide dephosphorylation
GO:0098506	polynucleotide 3' dephosphorylation
GO:0098518	polynucleotide phosphatase activity
GO:1900003	regulation of serine-type endopeptidase activity
GO:1900004	negative regulation of serine-type endopeptidase activity
GO:1900005	positive regulation of serine-type endopeptidase activity
GO:1900006	positive regulation of dendrite development
GO:1900015	regulation of cytokine production involved in inflammatory response
GO:1900017	positive regulation of cytokine production involved in inflammatory response
GO:1900024	regulation of substrate adhesion-dependent cell spreading
GO:1900025	negative regulation of substrate adhesion-dependent cell spreading
GO:1900026	positive regulation of substrate adhesion-dependent cell spreading
GO:1900027	regulation of ruffle assembly
GO:1900028	negative regulation of ruffle assembly
GO:1900029	positive regulation of ruffle assembly
GO:1900034	regulation of cellular response to heat
GO:1900037	regulation of cellular response to hypoxia
GO:1900040	regulation of interleukin-2 secretion
GO:1900041	negative regulation of interleukin-2 secretion
GO:1900044	regulation of protein K63-linked ubiquitination
GO:1900045	negative regulation of protein K63-linked ubiquitination
GO:1900046	regulation of hemostasis
GO:1900047	negative regulation of hemostasis
GO:1900048	positive regulation of hemostasis
GO:1900060	negative regulation of ceramide biosynthetic process
GO:1900063	regulation of peroxisome organization
GO:1900076	regulation of cellular response to insulin stimulus
GO:1900077	negative regulation of cellular response to insulin stimulus
GO:1900078	positive regulation of cellular response to insulin stimulus
GO:1900084	regulation of peptidyl-tyrosine autophosphorylation
GO:1900086	positive regulation of peptidyl-tyrosine autophosphorylation
GO:1900087	positive regulation of G1/S transition of mitotic cell cycle
GO:1900094	regulation of transcription from RNA polymerase II promoter involved in determination of left/right symmetry
GO:1900101	regulation of endoplasmic reticulum unfolded protein response
GO:1900103	positive regulation of endoplasmic reticulum unfolded protein response
GO:1900107	regulation of nodal signaling pathway
GO:1900115	extracellular regulation of signal transduction
GO:1900116	extracellular negative regulation of signal transduction
GO:1900117	regulation of execution phase of apoptosis
GO:1900118	negative regulation of execution phase of apoptosis
GO:1900119	positive regulation of execution phase of apoptosis
GO:1900120	regulation of receptor binding
GO:1900121	negative regulation of receptor binding
GO:1900125	regulation of hyaluronan biosynthetic process
GO:1900127	positive regulation of hyaluronan biosynthetic process
GO:1900130	regulation of lipid binding
GO:1900131	negative regulation of lipid binding
GO:1900133	regulation of renin secretion into blood stream
GO:1900134	negative regulation of renin secretion into blood stream
GO:1900145	regulation of nodal signaling pathway involved in determination of left/right asymmetry
GO:1900151	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:1900161	regulation of phospholipid scramblase activity
GO:1900163	positive regulation of phospholipid scramblase activity
GO:1900164	nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
GO:1900169	regulation of glucocorticoid mediated signaling pathway
GO:1900175	regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
GO:1900180	regulation of protein localization to nucleus
GO:1900181	negative regulation of protein localization to nucleus
GO:1900208	regulation of cardiolipin metabolic process
GO:1900210	positive regulation of cardiolipin metabolic process
GO:1900220	semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis
GO:1900221	regulation of beta-amyloid clearance
GO:1900222	negative regulation of beta-amyloid clearance
GO:1900224	positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
GO:1900225	regulation of NLRP3 inflammasome complex assembly
GO:1900238	regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway
GO:1900242	regulation of synaptic vesicle endocytosis
GO:1900245	positive regulation of MDA-5 signaling pathway
GO:1900246	positive regulation of RIG-I signaling pathway
GO:1900274	regulation of phospholipase C activity
GO:1900275	negative regulation of phospholipase C activity
GO:1900276	regulation of proteinase activated receptor activity
GO:1900279	regulation of CD4-positive, alpha-beta T cell costimulation
GO:1900281	positive regulation of CD4-positive, alpha-beta T cell costimulation
GO:1900371	regulation of purine nucleotide biosynthetic process
GO:1900372	negative regulation of purine nucleotide biosynthetic process
GO:1900373	positive regulation of purine nucleotide biosynthetic process
GO:1900376	regulation of secondary metabolite biosynthetic process
GO:1900377	negative regulation of secondary metabolite biosynthetic process
GO:1900407	regulation of cellular response to oxidative stress
GO:1900408	negative regulation of cellular response to oxidative stress
GO:1900409	positive regulation of cellular response to oxidative stress
GO:1900424	regulation of defense response to bacterium
GO:1900449	regulation of glutamate receptor signaling pathway
GO:1900483	regulation of protein targeting to vacuolar membrane
GO:1900542	regulation of purine nucleotide metabolic process
GO:1900543	negative regulation of purine nucleotide metabolic process
GO:1900544	positive regulation of purine nucleotide metabolic process
GO:1900623	regulation of monocyte aggregation
GO:1900625	positive regulation of monocyte aggregation
GO:1900673	olefin metabolic process
GO:1900736	regulation of phospholipase C-activating G-protein coupled receptor signaling pathway
GO:1900737	negative regulation of phospholipase C-activating G-protein coupled receptor signaling pathway
GO:1900739	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
GO:1900744	regulation of p38MAPK cascade
GO:1900745	positive regulation of p38MAPK cascade
GO:1900746	regulation of vascular endothelial growth factor signaling pathway
GO:1900748	positive regulation of vascular endothelial growth factor signaling pathway
GO:1900750	oligopeptide binding
GO:1900825	regulation of membrane depolarization involved in regulation of cardiac muscle cell action potential
GO:1900864	mitochondrial RNA modification
GO:1901016	regulation of potassium ion transmembrane transporter activity
GO:1901017	negative regulation of potassium ion transmembrane transporter activity
GO:1901018	positive regulation of potassium ion transmembrane transporter activity
GO:1901019	regulation of calcium ion transmembrane transporter activity
GO:1901020	negative regulation of calcium ion transmembrane transporter activity
GO:1901021	positive regulation of calcium ion transmembrane transporter activity
GO:1901028	regulation of mitochondrial outer membrane permeabilization
GO:1901029	negative regulation of mitochondrial outer membrane permeabilization
GO:1901030	positive regulation of mitochondrial outer membrane permeabilization
GO:1901031	regulation of response to reactive oxygen species
GO:1901033	positive regulation of response to reactive oxygen species
GO:1901068	guanosine-containing compound metabolic process
GO:1901069	guanosine-containing compound catabolic process
GO:1901070	guanosine-containing compound biosynthetic process
GO:1901071	glucosamine-containing compound metabolic process
GO:1901072	glucosamine-containing compound catabolic process
GO:1901073	glucosamine-containing compound biosynthetic process
GO:1901077	regulation of relaxation of muscle
GO:1901078	negative regulation of relaxation of muscle
GO:1901090	regulation of protein tetramerization
GO:1901091	negative regulation of protein tetramerization
GO:1901093	regulation of protein homotetramerization
GO:1901094	negative regulation of protein homotetramerization
GO:1901096	regulation of autophagic vacuole maturation
GO:1901099	negative regulation of signal transduction in absence of ligand
GO:1901135	carbohydrate derivative metabolic process
GO:1901136	carbohydrate derivative catabolic process
GO:1901137	carbohydrate derivative biosynthetic process
GO:1901142	insulin metabolic process
GO:1901143	insulin catabolic process
GO:1901148	gene expression involved in extracellular matrix organization
GO:1901160	primary amino compound metabolic process
GO:1901162	primary amino compound biosynthetic process
GO:1901163	regulation of trophoblast cell migration
GO:1901164	negative regulation of trophoblast cell migration
GO:1901165	positive regulation of trophoblast cell migration
GO:1901184	regulation of ERBB signaling pathway
GO:1901185	negative regulation of ERBB signaling pathway
GO:1901186	positive regulation of ERBB signaling pathway
GO:1901187	regulation of ephrin receptor signaling pathway
GO:1901189	positive regulation of ephrin receptor signaling pathway
GO:1901193	regulation of formation of translation preinitiation complex
GO:1901194	negative regulation of formation of translation preinitiation complex
